Record_number,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max
220,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.81,10,58789.954,391,1,225.6,,Negative,1.53,4.2,3.3,2.7,3.4,,,,,,
221,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.81,10,49372.146,391,1,225.6,,Negative,1.28,4.2,3.3,2.7,3.4,,,,,,
222,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,85338.13,346.8,1,232.5,,Positive,2.1,5.4,3.9,3.1,4.1,,,,,,
223,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,81278.54,346.8,1,232.5,,Positive,2,5.4,3.9,3.1,4.1,,,,,,
224,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,78105.02,346.8,1,232.5,,Positive,1.92,5.4,3.9,3.1,4.1,,,,,,
225,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,71689.5,346.8,1,232.5,,Positive,1.76,5.4,3.9,3.1,4.1,,,,,,
226,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.64,10,49086.76,338.2,1,232.9,,Negative,1.36,5.3,3.9,3.1,4,,,,,,
227,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.82,10,98554.03,415.1,1,220.8,,Positive,2.93,3.6,2.9,2.5,3,,,,,,
228,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.82,10,90468.04,415.1,1,220.8,,Positive,2.69,3.6,2.9,2.5,3,,,,,,
229,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.82,10,73771.689,415.1,1,220.8,,Positive,2.22,3.6,2.9,2.5,3,,,,,,
230,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.81,10,58789.954,391,1,225.6,,Negative,1.53,4.2,3.3,2.7,3.4,,,,,,
231,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.81,10,49372.146,391,1,225.6,,Negative,1.28,4.2,3.3,2.7,3.4,,,,,,
232,Other,,,,,40,0.58,15,76.5,355.9,0.9,1.68,,Mixed,0.9,1.68,1.68,1.68,1.68,,,,,,
233,Other,,,,,39,0.48,15,158,167.6,2.07,1.91,,Mixed,2.07,1.91,1.91,1.91,1.91,,,,,,
234,Other,,,,,,,,,,,,,Mixed,,,,,,,,,,,
235,Other,,,,,47,0.53,15,135,109.9,2.08,1.61,,Mixed,2.08,1.61,1.61,1.61,1.61,,,,,,
236,Other,,,,,40,0.58,15,76.5,355.9,0.9,1.68,,Mixed,0.9,1.68,1.68,1.68,1.68,,,,,,
237,Other,,,,,39,0.48,15,158,167.6,2.07,1.91,,Mixed,2.07,1.91,1.91,1.91,1.91,,,,,,
238,Other,,,,,,,,,,,,,Mixed,,,,,,,,,,,
239,Other,,,,,47,0.53,15,135,109.9,2.08,1.61,,Mixed,2.08,1.61,1.61,1.61,1.61,,,,,,
246,"Exponential, R=a exp(b(T-c))",,,25,47,10090,0.86,8,0.162,0.024,0,,,,,,,,,1.27,25,47,,,
247,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,3,16,28,0.43,10,0.938,0.069,0,,,,1.87,1.99,1.99,1.99,1.99,,,,,,
248,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,3,21,28,0.58,10,1.061,0.046,0,,,,1.68,1.58,1.58,1.58,1.58,,,,,,
249,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,3,16,28,0.43,10,0.938,0.069,0,,,,1.87,1.99,1.99,1.99,1.99,,,,,,
250,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,3,21,28,0.58,10,1.061,0.046,0,,,,1.68,1.58,1.58,1.58,1.58,,,,,,
251,Other,Positive,g CO2/m2/hr,5,21,,,10,,,,,,,4.68,,,,,,,,,,
252,Other,Positive,g CO2/m2/hr,5,21,,,10,,,,,,,4.68,,,,,,,,,,
253,Other,Positive,g CO2/m2/hr,5,21,,,10,,,,,,,4.68,,,,,,,,,,
254,"Linear, R=a+b(T-c)",,,,,25,0.84,10,-0.98,0.378,0,,,None,2.8,,5.15,2.35,,,,,,,
255,"Linear, R=a+b(T-c)",,,,,25,0.69,10,-0.98,0.404,0,,,None,3.06,,4.88,2.32,,,,,,,
256,"Linear, R=a+b(T-c)",,,,,25,0.82,10,-0.78,0.392,0,,,None,3.14,,4.32,2.25,,,,,,,
257,"Linear, R=a+b(T-c)",,,,,25,0.81,10,-0.53,0.357,0,,,None,3.04,,3.84,2.17,,,,,,,
258,"Linear, R=a+b(T-c)",,,,,25,0.56,10,0.24,0.366,0,,,None,3.9,,2.77,1.94,,,,,,,
259,"Linear, R=a+b(T-c)",,,,,25,0.85,10,-0.25,0.353,0,,,None,3.28,,3.33,2.08,,,,,,,
260,"Linear, R=a+b(T-c)",,,,,25,0.55,10,-0.5,0.265,0,,,None,2.15,,4.21,2.23,,,,,,,
261,"Linear, R=a+b(T-c)",,,,,25,0.68,10,-0.28,0.282,0,,,None,2.54,,3.5,2.11,,,,,,,
274,"R10 (L&T), R=a exp(b((1/c)-(1/(T-d)))",Positive,umol CO2/m2/s,-1,16,15,,5,,,56.02,46.02,,Positive,1.53,3.31,2.69,2.3,2.76,,,,,,
275,"R10 (L&T), R=a exp(b((1/c)-(1/(T-d)))",Positive,umol CO2/m2/s,-1,16,15,,5,,308.56,56.02,227.13,,Positive,1.53,3.31,2.69,2.3,2.76,,,,,,
276,"Exponential (2nd order), R=exp(a+b(T-d)+c(T-d)^2)",Positive,umol CO2/m2/s,0,20,435,0.62,10,-0.146,0.096,0,0,,Positive,2.26,2.61,2.61,2.61,2.61,,,,,,
277,"Exponential (2nd order), R=exp(a+b(T-d)+c(T-d)^2)",Positive,umol CO2/m2/s,0,20,440,0.9,10,-0.569,0.132,0,0,,None,2.12,3.74,3.74,3.74,3.74,,,,,,
278,"Exponential (2nd order), R=exp(a+b(T-d)+c(T-d)^2)",Positive,umol CO2/m2/s,0,20,437,0.72,10,-0.349,0.121,0,0,,Positive,2.37,3.35,3.35,3.35,3.35,,,,,,
279,"Exponential (2nd order), R=exp(a+b(T-d)+c(T-d)^2)",Positive,umol CO2/m2/s,0,20,464,0.6,10,-0.205,0.101,0,0,,None,2.24,2.75,2.75,2.75,2.75,,,,,,
280,"Exponential (2nd order), R=exp(a+b(T-d)+c(T-d)^2)",Positive,umol CO2/m2/s,0,20,462,0.84,10,-0.414,0.112,0,0,,Positive,2.03,3.06,3.06,3.06,3.06,,,,,,
281,"Exponential (2nd order), R=exp(a+b(T-d)+c(T-d)^2)",Positive,umol CO2/m2/s,0,20,463,0.82,10,-0.596,0.104,0,0,,Positive,1.56,2.83,2.83,2.83,2.83,,,,,,
286,"Exponential (2nd order), R=exp(a+b(T-d)+c(T-d)^2)",,,,,,0.94,5,,,0,0,,,0.8,2.1,,,,21.7,-12,0,,,
287,Other,,,,,,,,,,,,,Positive,,,,,,,,,,,
288,Other,,,,,,,,,,,,,Positive,,,,,,,,,,,
289,Other,,,,,,,,,,,,,Positive,,,,,,,,,,,
290,Other,,,,,,,,,,,,,Positive,,,,,,,,,,,
291,Other,,,,,,,,,,,,,Positive,,,,,,,,,,,
292,Other,,,,,,,,,,,,,Positive,,,,,,,,,,,
293,Other,,,,,,,,,,,,,Positive,,,,,,,,,,,
294,Other,,,,,,,,,,,,,Positive,,,,,,,,,,,
295,Other,,,,,,,,,,,,,Positive,,2.13,2.13,2.13,2.13,,,,,,
296,Other,,,,,,,,,,,,,Positive,,2.1,2.1,2.1,2.1,,,,,,
297,Other,,,,,,,,,,,,,Positive,,1.85,1.85,1.85,1.85,,,,,,
298,Other,,,,,,,,,,,,,Positive,,1.7,1.7,1.7,1.7,,,,,,
299,Other,,,,,,,,,,,,,Positive,,2.33,2.33,2.33,2.33,,,,,,
300,Other,,,,,,,,,,,,,Positive,,2.22,2.22,2.22,2.22,,,,,,
301,Other,,,,,,,,,,,,,Positive,,2.13,2.13,2.13,2.13,,,,,,
302,Other,,,,,,,,,,,,,Positive,,2.13,2.13,2.13,2.13,,,,,,
303,Other,,,,,,,,,,,,,Positive,,3.62,3.62,3.62,3.62,,,,,,
304,Other,,,,,,,,,,,,,Positive,,3.18,3.18,3.18,3.18,,,,,,
305,Other,,,,,,,,,,,,,Positive,,3.62,3.62,3.62,3.62,,,,,,
306,Other,,,,,,,,,,,,,Positive,,3.2,3.2,3.2,3.2,,,,,,
307,Other,,,,,,,,,,,,,Positive,,2.64,2.64,2.64,2.64,,,,,,
308,Other,,,,,,,,,,,,,Positive,,2.62,2.62,2.62,2.62,,,,,,
309,Other,,,,,,,,,,,,,Positive,,2.19,2.19,2.19,2.19,,,,,,
310,Other,,,,,,,,,,,,,Positive,,2.39,2.39,2.39,2.39,,,,,,
329,"Exponential, R=a exp(b(T-c))",Positive,,0,17,9,0.9,5,2.702,0.144,0,,,,17.46,4.2,4.2,4.2,4.2,,,,,,
330,"Exponential, R=a exp(b(T-c))",Positive,,0,17,16,0.7,5,2.313,0.127,0,,,,9.96,3.5,3.5,3.5,3.5,,,,,,
331,"Exponential, R=a exp(b(T-c))",Positive,,0,17,17,0.72,5,2.418,0.09,0,,,,7.66,2.5,2.5,2.5,2.5,,,,,,
332,Other,,,,,,0.84,5,-0.72,0,0.117,0.026,20,Mixed,5.65,,3.59,2.13,,,,,,,
333,Other,,,,,,0.82,5,1.06,0.005,-0.07,-0.038,20,Mixed,,,3.78,2.16,,,,,,,
334,Other,,,,,,0.79,5,3.03,0.012,-0.223,-0.105,20,Mixed,,,3.78,2.16,,,,,,,
335,Other,,,,,,,5,,,,,,Mixed,,,,,,,,,,,
336,Other,,,,,,,5,,,,,,Mixed,,,,,,,,,,,
337,Other,,,,,,,5,,,,,,Mixed,,,,,,,,,,,
338,Other,,,,,,,5,,,,,,Mixed,,,,,,,,,,,
339,Other,,,,,,,5,,,,,,Mixed,,,,,,,,,,,
340,Other,,,,,,,5,,,,,,Mixed,,,,,,,,,,,
341,Other,,,,,,,5,,,,,,Mixed,,,,,,,,,,,
342,Other,,,,,,,5,,,,,,Mixed,,,,,,,,,,,
343,Other,,,,,,,5,,,,,,Mixed,,,,,,,,,,,
344,Other,,,,,,,5,,,,,,Mixed,,,,,,,,,,,
345,Other,,,,,,,5,,,,,,Mixed,,,,,,,,,,,
346,Other,,,,,,,5,,,,,,Mixed,,,,,,,,,,,
353,"Q10, R=a b^((T-c)/10)",,,,,,,10,2.83,0.063,10,,,Mixed,3.16,2.7,2.7,2.7,2.7,,,,,,
354,"Q10, R=a b^((T-c)/10)",,,,,,,10,2.83,0.063,10,,,Mixed,3.35,2.7,2.7,2.7,2.7,,,,,,
355,"Q10, R=a b^((T-c)/10)",,,,,,,10,2.83,0.063,10,,,Mixed,2.3,2.7,2.7,2.7,2.7,,,,,,
356,"Q10, R=a b^((T-c)/10)",,,,,,,10,2.83,0.063,10,,,Mixed,2.88,2.7,2.7,2.7,2.7,,,,,,
357,"Q10, R=a b^((T-c)/10)",,,,,,,10,2.83,0.063,10,,,Mixed,2.64,2.7,2.7,2.7,2.7,,,,,,
358,"Q10, R=a b^((T-c)/10)",,,,,,,10,2.83,0.063,10,,,Mixed,3.6,2.7,2.7,2.7,2.7,,,,,,
359,"Q10, R=a b^((T-c)/10)",,,,,,,10,2.83,0.063,10,,,Mixed,3.47,2.7,2.7,2.7,2.7,,,,,,
360,"Q10, R=a b^((T-c)/10)",,,,,,,10,2.83,0.063,10,,,Mixed,2.76,2.7,2.7,2.7,2.7,,,,,,
361,"Q10, R=a b^((T-c)/10)",,,,,,,10,2.83,0.063,10,,,Mixed,2.53,2.7,2.7,2.7,2.7,,,,,,
362,"Q10, R=a b^((T-c)/10)",,,,,,,,3.15,0.06,10,,,Positive,3.15,1.82,1.82,1.82,1.82,,,,,,
363,"Q10, R=a b^((T-c)/10)",,,,,,,,3,0.08,10,,,Positive,3,2.23,2.23,2.23,2.23,,,,,,
364,"Q10, R=a b^((T-c)/10)",,,,,,,,2.75,0.11,10,,,Positive,2.75,3,3,3,3,,,,,,
365,"Q10, R=a b^((T-c)/10)",,,,,,,,3.85,0.11,10,,,Positive,3.85,3,3,3,3,,,,,,
366,"Q10, R=a b^((T-c)/10)",,,,,,,,4.25,0.11,10,,,Positive,4.25,3,3,3,3,,,,,,
367,"Q10, R=a b^((T-c)/10)",,,,,,,,3.45,0.09,10,,,Positive,3.45,2.46,2.46,2.46,2.46,,,,,,
368,"Q10, R=a b^((T-c)/10)",,,,,,,,5.4,0.08,10,,,Positive,5.4,2.23,2.23,2.23,2.23,,,,,,
369,"Q10, R=a b^((T-c)/10)",,,,,,,,3.8,0.09,10,,,Positive,3.8,2.46,2.46,2.46,2.46,,,,,,
370,"Q10, R=a b^((T-c)/10)",,,,,,,,1.5,0.04,10,,,Positive,1.5,1.49,1.49,1.49,1.49,,,,,,
371,"Q10, R=a b^((T-c)/10)",,,,,,,,1.8,0.05,10,,,Positive,1.8,1.65,1.65,1.65,1.65,,,,,,
372,"Q10, R=a b^((T-c)/10)",,,,,,,,2.1,0.07,10,,,Positive,2.1,2.01,2.01,2.01,2.01,,,,,,
373,"Q10, R=a b^((T-c)/10)",,,,,,,,1.6,0.07,10,,,Positive,1.6,2.01,2.01,2.01,2.01,,,,,,
374,Other,,,,,,0.55,2,2.078,0.08,-0.075,17,,Negative,0.11,2.23,2.23,2.23,2.23,,,,,,
375,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,4,,Negative,0.02,,,,,,,,,,
376,Other,Positive,mg CO2/m2/hr,5,32,,0.42,2,2.896,0.094,-0.04,12,,Negative,0.66,2.56,2.56,2.56,2.56,,,,,,
377,Other,Positive,mg CO2/m2/hr,5,32,,0.65,2,3.437,0.057,-0.044,11,,Negative,0.78,1.77,1.77,1.77,1.77,,,,,,
378,Other,Positive,mg CO2/m2/hr,5,32,,0.79,2,3.88,0.101,-0.008,23,,Negative,2.56,2.75,2.75,2.75,2.75,,,,,,
379,Other,Positive,mg CO2/m2/hr,5,32,,0.64,2,2.85,0.097,-0.032,16,,Negative,0.63,2.64,2.64,2.64,2.64,,,,,,
380,Other,Positive,mg CO2/m2/hr,5,32,,0.68,2,3.171,0.107,-0.018,21,,Negative,1.1,2.92,2.92,2.92,2.92,,,,,,
381,Other,Positive,mg CO2/m2/hr,5,32,,0.66,2,3.436,0.074,-0.028,15,,Negative,0.99,2.1,2.1,2.1,2.1,,,,,,
382,Other,Positive,mg CO2/m2/hr,5,32,,0.72,2,3.873,0.095,-0.006,20,,Negative,2.55,2.59,2.59,2.59,2.59,,,,,,
383,Other,Positive,mg CO2/m2/hr,5,32,,0.53,2,4.029,0.064,-0.028,12,,Negative,1.76,1.9,1.9,1.9,1.9,,,,,,
384,Other,Positive,mg CO2/m2/hr,5,32,,0.74,2,4.056,0.09,-0.019,14,,Negative,2.52,2.46,2.46,2.46,2.46,,,,,,
385,Other,Positive,mg CO2/m2/hr,5,32,,0.61,2,4.132,0.088,-0.014,22,,Negative,2.56,2.41,2.41,2.41,2.41,,,,,,
386,Other,Positive,mg CO2/m2/hr,5,32,,0.65,2,4.099,0.108,-0.004,31,,Negative,3.63,2.94,2.94,2.94,2.94,,,,,,
387,Other,Positive,mg CO2/m2/hr,5,32,,0.52,2,3.561,0.137,,15,,Negative,3.21,3.94,3.94,3.94,3.94,,,,,,
388,Other,Positive,mg CO2/m2/hr,5,32,,0.44,2,5.236,0.068,-0.004,55,,Negative,6.89,1.97,1.97,1.97,1.97,,,,,,
389,Other,Positive,mg CO2/m2/hr,5,32,,0.44,2,5.087,0.075,-0.001,55,,Negative,7.51,2.12,2.12,2.12,2.12,,,,,,
390,Other,Positive,mg CO2/m2/hr,5,32,,0.48,2,4.578,0.077,,50,,Negative,4.87,2.16,2.16,2.16,2.16,,,,,,
391,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,6,,Negative,0.02,,,,,,,,,,
392,Other,Positive,mg CO2/m2/hr,5,32,,0.56,2,3.603,0.108,,2,,Negative,2.5,2.94,2.94,2.94,2.94,,,,,,
393,Other,Positive,mg CO2/m2/hr,5,32,,0.68,2,4.183,0.071,-0.021,30,,Negative,1.64,2.03,2.03,2.03,2.03,,,,,,
394,Other,Positive,mg CO2/m2/hr,5,32,,0.41,2,4.181,0.053,-0.018,20,,Negative,1.8,1.7,1.7,1.7,1.7,,,,,,
395,Other,Positive,mg CO2/m2/hr,5,32,,0.68,2,4.173,0.087,-0.011,36,,Negative,2.41,2.39,2.39,2.39,2.39,,,,,,
396,Other,Positive,mg CO2/m2/hr,5,32,,0.58,2,4.474,0.091,-0.009,38,,Negative,3.58,2.48,2.48,2.48,2.48,,,,,,
397,Other,Positive,mg CO2/m2/hr,5,32,,0.44,2,4.5,0.064,,16,,Negative,3.95,1.9,1.9,1.9,1.9,,,,,,
398,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,43,,Negative,0.02,,,,,,,,,,
399,Other,Positive,mg CO2/m2/hr,5,32,,0.77,2,3.144,0.153,,10,,Negative,2.48,4.62,4.62,4.62,4.62,,,,,,
400,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
401,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
402,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
403,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
404,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
405,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
406,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
407,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
408,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
409,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
410,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
411,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
412,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
413,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
414,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
415,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
416,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
417,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
418,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
419,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
420,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
421,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
422,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
423,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
424,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
425,Other,Positive,mg CO2/m2/hr,5,32,,,2,,,,,,Negative,,,,,,,,,,,
429,"Exponential, R=a exp(b(T-c))",Positive,,,,42,0.82,3,0.133,0.166,0,,,,4.42,5.26,5.26,,,,,,,,
430,"Exponential, R=a exp(b(T-c))",Positive,,,,41,0.77,3,0.168,0.177,0,,,,6.23,5.87,5.87,,,,,,,,
431,"Exponential, R=a exp(b(T-c))",Positive,,,,38,0.86,3,0.074,0.192,0,,,,3.19,6.82,6.82,,,,,,,,
432,"Exponential (2nd order), R=exp(a+b(T-d)+c(T-d)^2)",Positive,,,,,,5,-0.029,0.077,0,0,,Positive,4.66,,3.17,2.04,,,,,,,
433,"Exponential (2nd order), R=exp(a+b(T-d)+c(T-d)^2)",Positive,,,,,,5,-0.562,0.21,-0.01,0,,Positive,3.47,,1.5,,,,,,,,
434,"Exponential, R=a exp(b(T-c))",Positive,,,,195,0.49,5,0.04,0.156,0,,,Negative,4.55,4.8,4.8,4.8,4.8,,,,,,
439,"Exponential, R=a exp(b(T-c))",Positive,,,,,0.98,5,0.008,0.24,0,,,,0.09,11,,,,,,,,,
440,"Exponential, R=a exp(b(T-c))",Positive,,,,36,0.46,5,0.691,0.078,0,,,Mixed,1.46,2.2,2.2,2.2,2.2,,,,,,
441,"Exponential, R=a exp(b(T-c))",Positive,,,,36,0.46,5,0.691,0.078,0,,,Mixed,1.46,2.2,2.2,2.2,2.2,,,,,,
442,"Exponential, R=a exp(b(T-c))",Positive,,,,36,0.46,5,0.691,0.078,0,,,Mixed,1.46,2.2,2.2,2.2,2.2,,,,,,
443,"Exponential, R=a exp(b(T-c))",Positive,,,,36,0.46,5,0.691,0.078,0,,,Mixed,1.46,2.2,2.2,2.2,2.2,,,,,,
444,"Exponential, R=a exp(b(T-c))",Positive,,,,36,0.46,5,0.691,0.078,0,,,Mixed,1.46,2.2,2.2,2.2,2.2,,,,,,
445,"Exponential, R=a exp(b(T-c))",Positive,,,,36,0.46,5,0.691,0.078,0,,,Mixed,1.46,2.2,2.2,2.2,2.2,,,,,,
461,"Exponential, R=a exp(b(T-c))",,,,,,0.82,10,,,,,,,,,,,,,,,,,
462,Other,Positive,g C/m2/day,-11,26,149,,3.8,,,,,,Positive,1.74,,,2.7,,,,,,,
480,"Exponential, R=a exp(b(T-c))",,mg CO2/m2/s,-3,18,61,0.85,5,0.038,0.125,0,,,Mixed,3,3.5,4.07,3.5,3.5,,,,,,
481,"Linear, R=a+b(T-c)",,umol CO2/m2/s,16,28,,0.25,,-1.151,0.214,0,,,Mixed,0.2,,,15.7,,,,,,,
482,"Linear, R=a+b(T-c)",,umol CO2/m2/s,16,26,,0.45,,-4.763,0.38,0,,,Mixed,0.2,,,14.1,,,,,,,
483,"Exponential, R=a exp(b(T-c))",,umol CO2/m2/s,8,33,,0.26,10,,,,,,None,1.75,,,2.14,,2.14,10,30,,,
484,"Exponential, R=a exp(b(T-c))",,umol CO2/m2/s,8,33,,0.26,10,,,,,,None,1.75,,,2.14,,2.14,10,30,,,
485,"Exponential, R=a exp(b(T-c))",,umol CO2/m2/s,8,33,,0.26,10,,,,,,None,1.75,,,2.14,,2.14,10,30,,,
486,"Exponential, R=a exp(b(T-c))",,umol CO2/m2/s,8,33,,0.26,10,,,,,,None,1.75,,,2.14,,2.14,10,30,,,
489,"Exponential (other), R=a+b^(cT)",Positive,mg C/m2/hr,-10,25,,0.72,2.5,13.2,32.25,0.081,,,Negative,0.69,2.09,4.63,9.56,4.47,,,,,,
490,"Exponential (other), R=a+b^(cT)",Positive,mg C/m2/hr,-10,25,,0.75,2.5,28.6,52.66,0.053,,,Negative,0.85,1.24,1.64,2.56,1.78,,,,,,
491,"Exponential (other), R=a+b^(cT)",Positive,mg C/m2/hr,-10,25,,0.86,2.5,0.17,20.69,0.116,,,Negative,0.79,29.2,33.07,33.84,31.44,,,,,,
492,"Exponential (other), R=a+b^(cT)",Positive,mg C/m2/hr,-10,25,,0.73,2.5,18.7,44.35,0.055,,,Negative,0.62,1.36,1.93,3.12,2.06,,,,,,
493,"Exponential (other), R=a+b^(cT)",Positive,mg C/m2/hr,-10,25,,0.86,2.5,3.8,16.28,0.12,,,Negative,0.74,6.68,16.91,25.05,12.94,,,,,,
494,"Exponential (other), R=a+b^(cT)",Positive,mg C/m2/hr,-10,25,,0.73,2.5,31.7,51.11,0.048,,,Negative,0.88,1.17,1.41,1.94,1.51,,,,,,
507,"Exponential (ln1), ln(R)=a+b(T-c)",Positive,g CO2/m2/hr,0,32,,0.88,0,-3.61,0.106,0,,,,0.49,2.89,2.89,2.89,2.89,,,,,,
508,"Exponential (ln1), ln(R)=a+b(T-c)",Positive,g CO2/m2/hr,0,32,,0.92,0,-2.65,0.081,0,,,,1,2.25,2.25,2.25,2.25,,,,,,
509,"Exponential (ln1), ln(R)=a+b(T-c)",Positive,g CO2/m2/hr,0,32,,0.82,0,-2.95,0.088,0,,,,0.8,2.41,2.41,2.41,2.41,,,,,,
510,"Exponential (ln1), ln(R)=a+b(T-c)",Positive,g CO2/m2/hr,0,32,,0.87,0,-3.28,0.07,0,,,,0.48,2.01,2.01,2.01,2.01,,,,,,
511,"Exponential (ln1), ln(R)=a+b(T-c)",Positive,g CO2/m2/hr,0,32,,0.78,0,-2.98,0.079,0,,,,0.71,2.2,2.2,2.2,2.2,,,,,,
512,"Exponential (ln1), ln(R)=a+b(T-c)",Positive,g CO2/m2/hr,0,32,,0.69,0,-2.38,0.065,0,,,,1.12,1.92,1.92,1.92,1.92,,,,,,
513,Other,Positive,umol CO2/m2/s,4,29,,,,,,,,,None,2,,3.88,2.25,,,,,,,
514,Other,Positive,umol CO2/m2/s,4,29,,,,,,,,,None,2,,3.88,2.25,,,,,,,
515,Other,Positive,umol CO2/m2/s,4,29,,,,,,,,,None,2,,3.88,2.25,,,,,,,
516,Other,Positive,umol CO2/m2/s,0,29,,,,,,,,,None,1,3.33,4.75,2.8,9.33,,,,,,
517,Other,Positive,umol CO2/m2/s,0,29,,,,,,,,,None,1.9,6.33,3.1,2.26,14.33,,,,,,
518,Other,Positive,umol CO2/m2/s,0,29,,,,,,,,,None,2.2,7.33,3.8,2.41,17.67,,,,,,
519,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,1,26,,,10,58.6,0.086,0,,,,0.87,2.4,2.4,2.4,2.4,,,,,,
520,"Q10, R=a b^((T-c)/10)",Positive,g CO2/m2/day,12,27,,0.3,10,6.049,1.302,0,,,,2.07,1.3,1.3,1.3,1.3,,,,,,
521,"Q10, R=a b^((T-c)/10)",Positive,g CO2/m2/day,12,27,,0.52,10,2.462,2.072,0,,,,1.34,2.1,2.1,2.1,2.1,,,,,,
522,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,0,10,,0.56,5,0.5,0.25,0,,,,1.6,12.2,,,,,,,,,
523,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,0,10,,0.56,5,0.5,0.25,0,,,,1.6,12.2,,,,,,,,,
524,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,0,10,,0.56,5,0.5,0.25,0,,,,1.6,12.2,,,,,,,,,
525,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,0,10,,0.56,5,0.5,0.25,0,,,,1.6,12.2,,,,,,,,,
526,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,0,10,,0.56,5,0.5,0.25,0,,,,1.6,12.2,,,,,,,,,
