Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Site_ID,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Collar_height,Collar_depth,Chamber_area,Time_of_day,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes
58,2008-10-03,3138,Søe,,Q03,BBL,Germany,,Hainich,DE-HAI,2000,1.5,51.08,10.45,440,None,,,250,Fagus sylvatica,Temperate,Forest,Natural,Deciduous,Mature,Cambisol (clay loam),Dry,,,,,,8.4,855,,,,IRGA,7,1,78.5,,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q10 calculated from equation
59,2008-10-03,3138,Søe,,Q03,BBL,Germany,,Hainich,DE-HAI,2001,1.5,51.08,10.45,440,None,,,250,Fagus sylvatica,Temperate,Forest,Natural,Deciduous,Mature,Cambisol (clay loam),Dry,,,,,,8.4,855,,,,IRGA,7,1,78.5,,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q10 calculated from equation
60,2008-10-03,1416,Andrews,,,BBL,USA,North Carolina,Duke FACE,US-NCL-PROTOTYPE,1997,1,36.07,-79.1,,None,,,15,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Ultic alfisol,Dry,,,,,,15.5,1140,,,,Isotope,15,3,730.25,,60,1,Isotope,956,,,,289,667,0.3,,,,,,,,,,,,,798.3,,,119,,302.5,119,421.5,,,,,,,,,,,,
61,2008-10-04,1736,Andrews,,,BBL,USA,North Carolina,Duke FACE,US-DkF-CK,1997,1,36.07,-79.1,,None,,,15,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Ultic alfisol,Dry,,,,,,15.5,1140,,,,Alkali absorption,,3,78.5,,60,1,,1067,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2008-10-04,1736,Andrews,,,BBL,USA,North Carolina,Duke FACE,US-DkF-CK,1998,1,36.07,-79.1,,None,,,15,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Ultic alfisol,Dry,,,,,,15.5,1140,,,,Alkali absorption,,3,78.5,,60,1,,928,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2008-10-04,1736,Andrews,,,BBL,USA,North Carolina,Duke FACE,US-DkF-575PPM,1997,1,36.07,-79.1,,CO2,575 ppm,,15,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Ultic alfisol,Dry,,,,,,15.5,1140,,,,Alkali absorption,,3,78.5,,60,1,,1183,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2008-10-04,1736,Andrews,,,BBL,USA,North Carolina,Duke FACE,US-DkF-575PPM,1998,1,36.07,-79.1,,CO2,575 ppm,,15,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Ultic alfisol,Dry,,,,,,15.5,1140,,,,Alkali absorption,,3,78.5,,60,1,,1176,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2008-10-04,1263,Arneth,,,BBL,New Zealand,,Arneth1,NZ-ARN,1995,3,-42.87,172.75,198,None,,,8,Pinus radiata,Temperate,Forest,Managed,Evergreen,Aggrading,"Inceptisol, Ustrochrept",Dry,,,,,,10.8,658,,10,696,IRGA,,,,,,,Subtraction,950,40,,,640,310,0.67,,,,,,,,,,1810,1220,590,940,,,200,,110,200,310,,,,,,,,,,,,
66,2008-10-04,1262,Arneth,,,BBL,New Zealand,,Balmoral Forest plantation,NZ-BFP,1996,1,-42.87,172.75,198,None,,,0,Pinus radiata,Temperate,Forest,Managed,Evergreen,Aggrading,Balmoral stony sandy loam,Dry,,,,,,10.8,547,,9.9,532,IRGA,,2.5,81,,,,,370,,49,,,,,,,,,,,,,,1690,1190,500,880,,,200,,110,200,310,,,,,,,3400,,,4300,65,Good refs on problems w/ static alkali technique
67,2008-10-04,1262,Arneth,,,BBL,New Zealand,,Balmoral Forest plantation,NZ-BFP,1997,1,-42.87,172.75,198,None,,,0,Pinus radiata,Temperate,Forest,Managed,Evergreen,Aggrading,Balmoral stony sandy loam,Dry,,,,,,10.8,640,,9.5,715,IRGA,,2.5,81,,,,,440,,49,,,,,,,,,,,,,,1840,1120,720,1060,,,200,,110,200,310,,,,,,,3400,,,4300,65,Good refs on problems w/ static alkali technique
68,2008-10-04,231,Chapin,,,BBL,USA,Alaska,Barrow,US-ALB,1970.5,2,71.3,-156.67,,None,,,,Mix,Arctic,Shrubland,Natural,Deciduous,Mature,,Wet,,,,,,-12.6,132,,,,Equation,,,,,,,Subtraction,62,,,,40,22,0.65,,,,,,,,,,,,,91,47,44,44,,30,0,30,,,,,75,,251,,18992,18992,,
69,2008-10-04,3179,Vogel,,,BBL,USA,Alaska,Bonanza Creek,US-BOC-CKHNP,2001,1.5,64.8,-147.87,580,None,,,110,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Loess,Dry,,,,,,-3.3,269,,,,IRGA,,3,181.37,,10,0.42,Exclusion,296,,,,135,161,0.46,,,,0.19,,,,,,,,,,47.1,,,,48,,,,,,4430,,,,,,,,
70,2008-10-05,3179,Vogel,,,BBL,USA,Alaska,Bonanza Creek,US-BOC-CKMDP,2001,1.5,64.8,-147.87,184,None,,,75,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Loess,Dry,,,,,,-3.3,269,,,,IRGA,,3,181.37,,10,0.42,Exclusion,206,,,,34,172,0.17,,,,0.29,,,,,,,,,,55.7,,,,58,,,,,,3395,,,,,,,,
71,2008-10-05,3179,Vogel,,,BBL,USA,Alaska,Bonanza Creek,US-BOC-ICKLSP,2001,1.5,64.8,-147.87,124,None,,,120,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Loess,Dry,,,,,,-3.3,269,,,,IRGA,,3,181.37,,10,0.42,Exclusion,192,,,,28,164,0.15,,,,0.29,,,,,,,,,,50.9,,,,41,,,,,,4618,,,,,,,,
72,2008-10-05,1438,Epron,,,BBL,France,,Hesse Forest,FR-HEF,1997,1,48.67,7.08,305,None,,,30,Fagus sylvatica,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Gleyic luvisol,Dry,0.85,,,,,9.2,820,,,,IRGA,,1.5,72,,21,1,Exclusion,660,,,,264,396,0.4,,,,,,,,,,,,,,,,60,,140,60,200,,5.6,,,,,,,,,,
73,2008-10-05,1777,Epron,,,BBL,France,,Hesse Forest,FR-HEF,1997,1,48.67,7.08,305,None,,,30,Fagus sylvatica,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Gleyic luvisol,Dry,0.85,,,,,9.2,820,,,,IRGA,,10,72,,20,0.83,Exclusion,660,,,,343,317,0.52,,,,,,,,,,,,,,,,60,,140,60,200,,5.6,,,,,,,,,,
74,2008-10-05,313,Edwards,,,BBL,USA,Tennessee,Oak Ridge,US-TOR-CK,1981,2,35.99,-84.29,,None,,,85,Quercus spp.,Temperate,Forest,Natural,Deciduous,Mature,Typic Paleudults,Dry,,,,,,14,1500,,,,Alkali absorption,12,,660,,30,1,Extraction,529,,,,504,25,0.95,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,3300,45,
75,2008-10-05,313,Edwards,,,BBL,USA,Tennessee,Oak Ridge,US-TOR-RR,1981,2,35.99,-84.29,,Clearcut,,,0,Quercus spp.,Temperate,Forest,Natural,Deciduous,Aggrading,Typic Paleudults,Dry,,,,,,14,1500,,,,Alkali absorption,12,,660,,30,1,Extraction,483,,,,441,42,0.91,,,,,,,,,,,,,,,,,,0,,,,,,,60,,,,,3300,45,
76,2008-10-05,313,Edwards,,,BBL,USA,Tennessee,Oak Ridge,US-TOR-RL,1981,2,35.99,-84.29,,Clearcut,,,0,Quercus spp.,Temperate,Forest,Natural,Deciduous,Aggrading,Typic Paleudults,Dry,,,,,,14,1500,,,,Alkali absorption,12,,660,,30,1,Extraction,492,,,,459,33,0.93,,,,,,,,,,,,,,,,,,0,,,,,,,60,,,,,3300,45,
77,2008-10-05,3324,Euskirchen,,,BBL,USA,Michigan,,US-NIC,2002,3,46,-88,,None,,,13,Pinus banksiana,Temperate,Forest,Natural,Evergreen,Aggrading,Rubicon series sand,Dry,,,,,,5,825,,,,IRGA,,,78.5,,14,0.33,,,,,,,,,,,,,4.05,,,,,,,,,,,,,,,,,0.9,16.3,,210,,,,,,,
78,2008-10-05,1009,Trumbore,,,BBL,Brazil,Pará,Paragominas,BR-PAR,1995,1,-2.98,-47.52,,None,,,,Mix,Tropical,Forest,Natural,Evergreen,Mature,Kaolinitic yellow Latosols,Dry,,,,,,,1750,,,,IRGA,10,1.5,314,,90,1,Isotope,2400,,,,1510,890,0.63,,,,,,,,,,,,,,,,280,,450,280,730,,,,,,,,,,10200,,": Check Davidson 1995 (#932), same site"
79,2008-10-05,2877,Bolstad,,,BBL,USA,North Carolina,Coweeta,US-COW-F1,1997,1,35.08,-85.5,768,None,,,75,Liriodendron tulipifera,Temperate,Forest,Natural,Deciduous,Mature,Saunook complex,Dry,,,,,,12.9,1796,,,,IRGA,,,,,1.1,1,,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6,16160,,,,47,,15430,,
80,2008-10-06,2877,Bolstad,,,BBL,USA,North Carolina,Coweeta,US-COW-F2,1997,1,35.08,-85.5,768,None,,,75,Quercus prinus,Temperate,Forest,Natural,Deciduous,Mature,Saunook complex,Dry,,,,,,12.9,1796,,,,IRGA,,,,,1.1,1,,1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,18100,,,,23,,24060,,
81,2008-10-06,2877,Bolstad,,,BBL,USA,North Carolina,Coweeta,US-COW-F3,1997,1,35.08,-85.5,768,None,,,75,Acer rubrum,Temperate,Forest,Natural,Deciduous,Mature,Saunook complex,Dry,,,,,,12.9,1796,,,,IRGA,,,,,1.1,1,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,14790,,,,74,,20580,,
82,2008-10-06,2877,Bolstad,,,BBL,USA,North Carolina,Coweeta,US-COW-F4,1997,1,35.08,-85.5,768,None,,,75,Liriodendron tulipifera,Temperate,Forest,Natural,Deciduous,Mature,Saunook complex,Dry,,,,,,12.9,1796,,,,IRGA,,,,,1.1,1,,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,11760,,,,39,,12980,,
83,2008-10-06,2877,Bolstad,,,BBL,USA,North Carolina,Coweeta,US-COW-P1,1997,1,35.08,-85.5,768,None,,,,Festuca-Panicum mix,Temperate,Grassland,Managed,Deciduous,Mature,Saunook complex,Dry,,,,,,12.9,1796,,,,IRGA,,,,,1.1,1,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,160,,,,63,,13180,,
84,2008-10-06,2877,Bolstad,,,BBL,USA,North Carolina,Coweeta,US-COW-P2,1997,1,35.08,-85.5,768,None,,,,Festuca-Panicum mix,Temperate,Grassland,Managed,Deciduous,Mature,Saunook complex,Dry,,,,,,12.9,1796,,,,IRGA,,,,,1.1,1,,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,240,,,,39,,12060,,
85,2008-10-06,2877,Bolstad,,,BBL,USA,North Carolina,Coweeta,US-COW-P3,1997,1,35.08,-85.5,768,None,,,,Festuca-Panicum mix,Temperate,Grassland,Managed,Deciduous,Mature,Saunook complex,Dry,,,,,,12.9,1796,,,,IRGA,,,,,1.1,1,,1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,140,,,,71,,21180,,
86,2008-10-06,2877,Bolstad,,,BBL,USA,North Carolina,Coweeta,US-COW-P4,1997,1,35.08,-85.5,768,None,,,,Festuca-Panicum mix,Temperate,Grassland,Managed,Deciduous,Mature,Saunook complex,Dry,,,,,,12.9,1796,,,,IRGA,,,,,1.1,1,,1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,220,,,,28,,12170,,
87,2008-10-06,2293,Grunzweig,,Q01,BBL,Israel,,Yatir,IL-YAT,2000.5,1,31.35,35.05,,None,,,37,Pinus halepensis,Mediterranean,Forest,Managed,Evergreen,Mature,Rendzina,Dry,,,,,,22,270,,,,IRGA,4,,78.5,,14,1,,192,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,1400,,,,,,3700,,Estimating Rs from figure
88,2008-10-06,2396,O'Connell,,,BBL,Canada,Saskatchewan,BOREAS SSA-OBS,CA-BSO-MID,1998.5,2,53.99,-105.12,,None,,,118,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Clay-sand,Medium,,,,,,,,,,,IRGA,,2,176.63,,40,1,Exclusion,564,,,,124,440,0.22,,,,,,,,,,,,,399.5,155,244.5,117.5,,56,117.5,173.5,,5.6,30,6900,,,1070,40,3350,39036,,
89,2008-10-06,2396,O'Connell,,,BBL,Canada,Saskatchewan,BOREAS SSA-BSSP,CA-BSO-WET,1998.5,2,53.99,-105.12,,None,,,118,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Clay-sand,Wet,,,,,,,,,,,IRGA,,2,176.63,,40,1,Exclusion,319,,,,54,265,0.17,,,,,,,,,,,,,138,48,90,86,,56,86,142,,5.6,30,1930,,,270,40,8440,39036,,
90,2008-10-07,1925,Widen,,,BBL,Sweden,,Norunda-N,SE-NON,1999,1,60.08,17.5,45,None,,,34,Picea abies,Boreal,Forest,Natural,Evergreen,Mature,Dystric Regosol,Dry,,,,,,5.5,527,,,,IRGA,,0.5,,,30,0.5,Extraction,98,,,,29,69,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,,,,
91,2008-10-07,1925,Widen,,,BBL,Sweden,,Norunda-SW,SE-NSW,1999,1,60.08,17.5,45,None,,,50,Picea abies,Boreal,Forest,Natural,Evergreen,Mature,Dystric Regosol,Dry,,,,,,5.5,527,,,,IRGA,,0.5,,,30,0.5,Extraction,149,,,,49,100,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,,,,
92,2008-10-07,2037,Irvine,,Q01,BBL,USA,Oregon,Metiolus-Y,US-MET-SITEY,1999,1,44.5,-121.52,,None,,,14,Pinus ponderosa,Temperate,Forest,Unmanaged,Evergreen,Aggrading,Ultic haploxeralfs sandy loam,Dry,,,65,25,10,7.5,552,,,,IRGA,13,10.5,89.87,,30,1,Extraction,519,68,50,,265,248,0.52,,,,,,,,,,,,,,,,150,,50,150,200,,1,,,,,,,,,,R10 estimated from figure
93,2008-10-07,2037,Irvine,,,BBL,USA,Oregon,Metiolus-O,US-MET-SITEO,1999,1,44.42,-121.51,,None,,,250,Pinus ponderosa,Temperate,Forest,Natural,Evergreen,Mature,Alfic vitrixerand sandy loam,Dry,,,62,30,8,8.1,524,,,,IRGA,13,10.5,89.87,,30,1,Extraction,499,32,62,,235,276,0.46,,,,,,,,,,,,,408,136,272,141,,132,141,273,,2.1,,,,,,,,,,
94,2008-10-07,2037,Irvine,,Q01,BBL,USA,Oregon,Metiolus-Y,US-MET-SITEY,2000,1,44.5,-121.52,,None,,,14,Pinus ponderosa,Temperate,Forest,Unmanaged,Evergreen,Aggrading,Ultic haploxeralfs sandy loam,Dry,,,65,25,10,7.5,552,,,,IRGA,13,10.5,89.87,,30,1,Extraction,427,80,50,,265,248,0.52,,,,,,,,,,,,,,,,150,,50,150,200,,1,,,,,,,,,,R10 estimated from figure
95,2008-10-07,2037,Irvine,,,BBL,USA,Oregon,Metiolus-O,US-MET-SITEO,2000,1,44.42,-121.51,,None,,,250,Pinus ponderosa,Temperate,Forest,Natural,Evergreen,Mature,Alfic vitrixerand sandy loam,Dry,,,62,30,8,8.1,524,,,,IRGA,13,10.5,89.87,,30,1,Extraction,597,45,62,,275,322,0.46,,,,,,,,,,,,,408,136,272,141,,132,141,273,,2.1,,,,,,,,,,
96,2008-10-07,2037,Irvine,,Q01,BBL,USA,Oregon,Metiolus-Y,US-MET-SITEY,2001,1,44.5,-121.52,,None,,,14,Pinus ponderosa,Temperate,Forest,Unmanaged,Evergreen,Aggrading,Ultic haploxeralfs sandy loam,Dry,,,65,25,10,7.5,552,,,,IRGA,13,10.5,89.87,,30,1,Extraction,505,38,50,,265,248,0.52,,,,,,,,,,,,,,,,150,,50,150,200,,1,,,,,,,,,,R10 estimated from figure
97,2008-10-07,2037,Irvine,,,BBL,USA,Oregon,Metiolus-O,US-MET-SITEO,2001,1,44.42,-121.51,,None,,,250,Pinus ponderosa,Temperate,Forest,Natural,Evergreen,Mature,Alfic vitrixerand sandy loam,Dry,,,62,30,8,8.1,524,,,,IRGA,13,10.5,89.87,,30,1,Extraction,483,68,62,,235,276,0.46,,,,,,,,,,,,,408,136,272,141,,132,141,273,,2.1,,,,,,,,,,
98,2008-10-07,1470,Law,,,BBL,USA,Oregon,Metiolus-O,US-MEO,1996.5,1,44.42,-121.51,,None,,,250,Pinus ponderosa,Temperate,Forest,Natural,Evergreen,Mature,Alfic vitrixerand sandy loam,Dry,,,,,,8.1,600,,,,IRGA,,6,185.25,,14,1,Subtraction,683,,,,277,406,0.41,,,,,,,,,,,898.7,324,413,,,,,202.5,,,,1.5,,,,,,,,4710,,
99,2008-10-07,4181,Malhi,,,BBL,Canada,Saskatchewan,BOREAS SSA-OBS,CA-BSO,1999,1,53.99,-105.12,,None,,,116,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Clay-sand,Dry,,,,,,1.5,405,,,,EC,,,,,,,Subtraction,592,,,,143,449,0.24,,,,,,,,,,,,,140,110,117.5,117.5,,56,117.5,173.5,,3.3,31.5,,5500,,1860,280,,39040,,
100,2008-10-07,4181,Malhi,,,BBL,USA,Tennessee,Oak Ridge,US-OAR,1999,1,35.99,-84.29,,None,,,55,Quercus alba,Temperate,Forest,Natural,Deciduous,Mature,Typic Paleudults,Dry,,,,,,14,1400,,,,EC,,,,,,,Subtraction,753,,,,395,359,0.52,,,,,,,,,,,,,189,150,39,39,,360,39,399,,4.9,20.1,,16250,,6300,,,5570,,
101,2008-10-07,4181,Malhi,,,BBL,Brazil,,Manaus,BR-MAN,1999,1,-2.58,-50.1,,None,,,,Mix,Tropical,Forest,Natural,Evergreen,Mature,,Dry,,,,,,26,2200,,,,EC,,,,,,,Subtraction,1650,,,,680,970,0.41,,,,,,,,,,,,,230,170,60,60,,700,60,760,,5.5,29,,35000,,2600,3800,,16200,,
102,2008-10-07,4180,Megonigal,,,BBL,USA,Virginia,Sweet Hall,US-SWH,2002,1,37.57,-76.83,,None,,,,Mix,Temperate,Wetland,Natural,Deciduous,Mature,Organic,Wet,,,,,,16.9,1162,,,,,,,,,,,,1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2008-10-07,1600,Gaudinski,,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill,US-HFP,1996,1,42.9,-72.3,,None,,,60,Quercus rubra; Acer rubrum; Tsuga canadensis; Pinus strobus,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,,,,,,6,1172,,,,IRGA,,,490.63,,21,1,Isotope,840,,,,270,570,0.32,,,,,,,,,,,,,,,,415.3,,363.2,415.3,778.5,,,,,,,,,2020,8800,,
104,2008-10-08,4182,Tate,,,BBL,New Zealand,,Maruia,NZ-MAR,1991,1.5,-42.22,172.25,400,None,,,,Nothofagus,Temperate,Forest,Natural,Deciduous,Mature,Typic Haplorthod,Dry,0.6,,,,,9.8,2000,,9.8,1520,Alkali absorption,,,,,60,1,Extraction,650,,,,150,501,0.23,,,,,,,,,,,,,,,,512,,288,512,800,,,,,,,,,295,16100,,
105,2008-10-08,153,Herman,,Q02,BBL,USA,Missouri,Tucker,US-TMS,1975,1,38.9,-92.33,,None,,,,Andropogon gerardi; Andropogon scoparius,Temperate,Grassland,Natural,Deciduous,Mature,Loess over claypan,Dry,,,,,,12.2,1000,,,,Alkali absorption,,,415.27,,,,Extraction,452,,,,153,299,0.34,,,,,,,,,,,,,450,215,235,205,,193,235,428,,,,,408,,801,801,10750,,,Most NPP and stocks values from Buyanovsky (#461)
106,2008-10-08,177,Billings,,Q02,BBL,USA,Alaska,Barrow,US-BAR,1971,1,71.3,-156.67,,None,,,,Mix,Arctic,Shrubland,Natural,Deciduous,Mature,Organic,Wet,,,,,,-12.6,132,,,,IRGA,,,176.63,,,,Extraction,53,,,,40,13,0.75,,,,,,,,,,,,,91,47,44,,,,,,,,,,,,,228,,,,Using Chapin NPP data; R10 not given because outside of model range
107,2008-10-08,1794,Högberg,,,BBL,Sweden,,Åheden,SE-AHE,2000,1,64.23,19.77,,None,,,50,Pinus sylvestris,Boreal,Forest,Natural,Evergreen,Mature,Weakly podzolized sandy silt,Dry,,,,,,1,600,,,,Gas chromatography,,,94.99,,15,0.42,Comparison,275,,,,149,127,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2008-10-08,1185,Hungate,,Q10,BBL,USA,California,Jasper Ridge,US-JSR,1994,1,37.4,-122.23,,None,,,1,Various,Temperate,Grassland,Natural,Evergreen,Mature,,Dry,,,,,,14,511,,,,Gas chromatography,,,3316.63,,,,Isotope,323,,,,179,144,0.55,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,2200,,grassland; methodology correct?
109,2008-10-08,779,Koizumi,,,BBL,Japan,,Tsukuba Science City,JP-TSC-RB,1987,3,36.13,140.17,28,None,,,1,Oryza sativa; Hordeum vulgare,Temperate,Agriculture,Managed,Deciduous,Aggrading,,Dry,,,,,,13.1,1202,,,,Alkali absorption,,,,,21,0.5,Extraction,,,,,,716,,,,,,,,,,,1070.1,,-378.2,617,,,,,,,,,,,,,,,,,,,
110,2008-10-08,779,Koizumi,,,BBL,Japan,,Tsukuba Science City,JP-TSC-PW,1987,3,36.13,140.17,28,None,,,1,Arachis hypogaea; Triticum aestivum,Temperate,Agriculture,Managed,Deciduous,Aggrading,,Dry,,,,,,13.1,1202,,,,Alkali absorption,,,,,21,0.5,Extraction,,,,,,798,,,,,,,,,,,1315.5,,-415.5,627,,,,,,,,,,,,,,,,,,,
111,2008-10-08,779,Koizumi,,,BBL,Japan,,Tsukuba Science City,JP-TSC-CI,1987,3,36.13,140.17,28,Fertilized,Manure,,1,Zea mays; Lolium multiflorum,Temperate,Agriculture,Managed,Deciduous,Aggrading,,Dry,,,,,,13.1,1202,,,,Alkali absorption,,,,,21,0.5,Extraction,,,,,,1050,,,,,,,,,,,2910.2,,-630.2,1358,,,,,,,,,,,,,,,,,,,
112,2008-10-08,68,Kucera,,,BBL,USA,Missouri,UM Prairie Station,US-UPS,1969,1.8,38.95,-91.94,,None,,,,Andropogon gerardi; Andropogon scoparius,Temperate,Grassland,Natural,Deciduous,Aggrading,,Dry,,,,,,12.8,1000,,,,IRGA,,2,706.5,,2.5,1,Subtraction,457,,,,183,274,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2008-10-08,1823,Kutsch,,Q10,BBL,Germany,,Kiel Ecosystem Research Center,DE-KER,1992,1,54.1,10.23,,None,,,45,Alnus glutinosa,Temperate,Forest,Natural,Deciduous,Mature,,Medium,,23,,,,8.1,575,,,,IRGA,,,16,,0.1,1,Extraction,1754,,,,1234,520,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extremely high annual Rs for biome
114,2008-10-09,1078,Lamade,,,BBL,Benin,,Ouidah,BJ-OUI,1993,1,6.38,2.13,,None,,,20,Elaeis guineensis,Tropical,Forest,Managed,Evergreen,Mature,Ferrasol,Dry,1.5,,,,,27,950,,,,IRGA,50,15,1256,,0.04,1,Extraction,1610,,,,1111,499,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2008-10-09,1639,Maier,,,BBL,USA,North Carolina,SETRES,US-SET-CK,1995.5,1,34.63,-79.2,,None,,,11,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Psammentic Hapludult,Dry,,,,,,17,1210,,,,IRGA,4,2,176.63,,30,1,Extraction,1263,,,,663,600,0.52,,,,,,,,,,,,100,500,,,,,,,,,,,,,,,36,,,,
116,2008-10-09,1639,Maier,,,BBL,USA,North Carolina,SETRES,US-SET-IRG,1995.5,1,34.63,-79.2,,Irrigated,,,11,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Psammentic Hapludult,Dry,,,,,,17,1210,,,,IRGA,4,2,176.63,,30,1,Extraction,1489,,,,745,744,0.5,,,,,,,,,,,,109,635,,,,,,,,,,,,,,,36,,,,
117,2008-10-09,1639,Maier,,,BBL,USA,North Carolina,SETRES,US-SET-FERT,1995.5,1,34.63,-79.2,,Fertilized,,,11,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Psammentic Hapludult,Dry,,,,,,17,1210,,,,IRGA,4,2,176.63,,30,1,Extraction,1293,,,,942,351,0.73,,,,,,,,,,,,-669,1020,,,,,,,,,,,,,,,36,,,,
118,2008-10-09,1639,Maier,,,BBL,USA,North Carolina,SETRES,US-SET-IRGFERT,1995.5,1,34.63,-79.2,,"Irrigated, fertilized",,,11,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Psammentic Hapludult,Dry,,,,,,17,1210,,,,IRGA,4,2,176.63,,30,1,Extraction,1576,,,,1062,514,0.67,,,,,,,,,,,,-721,1235,,,,,,,,,,,,,,,36,,,,
119,2008-10-09,17,Monteith,,,BBL,United Kingdom,England,Rothamsted,GB-ROT,1962,2,51.81,-0.36,,None,,10,1,Mix,Temperate,Agriculture,Managed,Deciduous,Aggrading,,Dry,,,,,,10,687,,,,Alkali absorption,,,400,,4.5,1,Comparison,400,,,,194,206,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15400,,
120,2008-10-09,4184,Moore,,,BBL,Canada,Quebec,Schefferville-string,CA-SCH-STRING,1987,1,54.8,-66.82,,None,,,,Mix,Boreal,Wetland,Natural,Evergreen,Mature,Organic,Wet,,,,,,0,791,,,,Gas chromatography,40,5,490.63,,30,0.33,,79,,,,,,,,,,,,,,,,,,-38,75,,,,,,,,,,,95,,,,,,,,
121,2008-10-09,4184,Moore,,,BBL,Canada,Quebec,Schefferville-flark,CA-SCH-FLARK,1987,1,54.8,-66.82,,None,,,,Mix,Boreal,Wetland,Natural,Evergreen,Mature,Organic,Wet,,,,,,0,791,,,,Gas chromatography,40,5,490.63,,30,0.33,,80,,,,,,,,,,,,,,,,,,13,25,,,,,,,,,,,21,,,,,,,,
122,2008-10-09,4184,Moore,,,BBL,Canada,Quebec,Schefferville-pool,CA-SCH-WET,1987,1,54.8,-66.82,,None,,,,Mix,Boreal,Wetland,Natural,Evergreen,Mature,Organic,Wet,,,,,,0,791,,,,Gas chromatography,40,5,490.63,,30,0.33,,7,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,4,,,,,,,,
123,2008-10-09,3988,Minkkinen,,,BBL,Estonia,,Väätsa,EE-VAO,2003,3,58.98,25.45,78,Drained,,,44,Pinus sylvestris,Boreal,Forest,Managed,Evergreen,Aggrading,Organic,Medium,,,,,,5,725,,,,IRGA,,,,,7,1,Exclusion,,,,,,376,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
